Latitude,Longitude
15.843082,75.649573
15.896439,75.494986
15.867395,75.62119
15.912529,75.684443
15.926449,75.678171
15.904221,75.54487
15.950922,75.743665
15.941142,75.43769
15.840941,75.674155
15.904187,75.544921
15.934408,75.675731
15.899976,75.496125
15.91768,75.505833
15.917508,75.505802
15.947088,75.755113
15.918161,75.506082
15.894321,75.6995
15.915242,75.671551
15.96412,75.687764
15.902731,75.691515
15.97823,75.696044
15.92957,75.677053
15.986257,75.662152
15.922286,75.465877
15.942916,75.675922
15.840096,75.600166
15.904535,75.526684
15.904204,75.544952
15.917824,75.679524
15.867169,75.735497
15.849606,75.749165
15.944504,75.676847
15.90451,75.526746
15.863124,75.522123
15.911809,75.662247
15.934084,75.675773
15.965102,75.67747
15.9918,75.660558
15.892593,75.606496
15.902835,75.63523
15.872381,75.556758
15.957521,75.678026
15.862248,75.738936
15.919005,75.472551
15.920661,75.469321
15.869302,75.734125
15.903169,75.63646
15.899267,75.628457
15.909079,75.507525
15.892577,75.583825
15.891442,75.593022
15.900106,75.496935
15.925063,75.680418
15.900829,75.497141
15.892327,75.604476
15.964046,75.687718
15.922247,75.678581
15.847737,75.750268
15.906497,75.461287
15.950764,75.743732
15.931322,75.677045
15.917964,75.679779
15.906126,75.644381
15.932266,75.4653
15.912618,75.485652
15.891794,75.593665
15.947525,75.756563
15.9074,75.500676
15.976823,75.695443
15.984902,75.665895
15.839079,75.611207
15.893291,75.576317
15.893635,75.613922
15.852245,75.542067
15.903052,75.562439
15.899372,75.523743
15.901324,75.632791
15.876657,75.721912
15.842161,75.751181
15.932787,75.675826
15.859637,75.543875
15.846334,75.611427
15.923437,75.679273
15.892286,75.673517
15.977471,75.696365
15.98833,75.659884
15.881149,75.497693
15.927132,75.503231
15.96977,75.710153
15.935525,75.675848
15.94888,75.806757
15.890267,75.682158
15.901381,75.657096
15.890558,75.70328
15.874665,75.795463
15.91524,75.479356
16.009336,75.62475
15.908609,75.494284
15.857622,75.742487
15.980687,75.697526
15.932131,75.51236
15.879877,75.801259
15.905632,75.642022
15.914622,75.670336
15.879707,75.655821
15.951712,75.716677
15.974077,75.704106
15.840832,75.751022
15.875297,75.721837
15.922514,75.679653
15.908582,75.50285
15.904106,75.528894
15.930628,75.676407
15.933594,75.442774
15.88376,75.619478
15.948094,75.760697
15.911675,75.754716
15.936135,75.438692
15.847865,75.724528
15.939818,75.50622
15.893846,75.503219
15.892449,75.607742
15.909464,75.501282
15.913667,75.505423
15.878656,75.712328
15.973889,75.704591
15.891275,75.591834
15.958838,75.727883
15.947341,75.749029
15.876297,75.717687
15.897938,75.495651
15.902178,75.540518
15.872206,75.723883
15.939645,75.653103
15.890951,75.601263
15.98289,75.700843
15.891095,75.468553
15.9633,75.687925
15.896165,75.494913
15.929185,75.451587
15.93245,75.443837
15.941192,75.582433
15.908405,75.501179
15.90348,75.638123
15.946831,75.678401
15.909389,75.495883
15.914718,75.479663
15.910741,75.502209
15.893652,75.587161
15.915573,75.672335
15.933328,75.675965
15.912356,75.760893
15.918247,75.680028
15.884635,75.497325
16.176249,75.885572
16.23088,75.968488
16.30913,75.917555
16.286919,75.927078
16.310534,75.904174
16.311575,75.91888
16.228365,75.970056
16.112005,75.773632
16.152548,75.754976
16.157553,75.734296
16.186152,75.620004
16.164537,75.793792
16.203678,75.8145979
16.17621,75.635757
16.10081,75.8028
16.145735,75.745522
16.101868,75.781109
16.257339,75.866113
16.183507,75.736695
16.314407,75.854491
16.182796,75.62917
16.155649,75.738674
16.289516,75.924951
16.100036,75.77689
16.152373,75.740995
16.314489,75.901757
16.231038,75.969127
16.099567,75.795253
16.244924,75.85581
16.283016,75.929525
16.157541,75.7832059
16.101562,75.815747
16.137677,75.7526949
16.101455,75.805017
16.302538,75.891478
16.317446,75.88975
16.146567,75.745556
16.099451,75.794797
16.178688,75.854289
16.282618,75.892439
16.101075,75.805188
16.157029,75.781801
16.257869,75.867185
16.136606,75.751803
16.314944,75.901715
16.309978,75.917443
16.18497,75.620077
16.253127,75.952646
16.110121,75.77462
16.149611,75.69677
16.183444,75.629704
16.240887,75.64219
16.264575,75.872314
16.147606,75.727405
16.100122,75.801481
16.155662,75.738469
16.151996,75.692909
16.132346,75.695248
16.264873,75.871924
16.29106,75.923288
16.093908,75.776206
16.243039,75.960339
16.230997,75.641413
16.186071,75.619156
16.201321,75.653966
16.195212,75.838875
16.256756,75.950411
16.220424,75.894454
16.111631,75.773387
16.153271,75.760691
16.280425,75.932751
16.160663,75.734733
16.243423,75.960096
16.172212,75.724722
16.10278,75.780754
16.290844,75.923944
16.147483,75.729686
16.151238,75.693897
16.183954,75.625084
16.242777,75.96048
16.15282,75.755991
16.203311,75.814911
16.152854,75.764347
16.185215,75.622674
16.10383,75.802567
16.256735,75.950096
16.174863,75.88867
16.239722,75.835185
16.24308,75.9600229
16.309375,75.918099
16.315676,75.90166
16.161382,75.388327
16.144484,75.664036
16.280751,75.906195
16.29779,75.916142
16.161727,75.785989
16.194225,75.838839
16.128024,75.696242
16.243011,75.959954
16.092658,75.807195
16.237541,75.63477
16.278425,75.89796
16.183028,75.62808
16.117642,75.768663
16.306387,75.922622
16.161959,75.791357
16.154948,75.736229
16.144857,75.691686
16.123156,75.764288
16.256786,75.950221
16.156403,75.777774
16.129843,75.758878
16.309956,75.918066
16.248106,75.956411
16.231816,75.655552
16.300984,75.887301
16.283254,75.89201
16.101198,75.823735
16.24463,75.900262
16.158501,75.785676
16.255733,75.818171
16.299908,75.920492
16.315737,75.905126
16.190175,75.625718
16.232744,75.809543
16.141803,75.690421
16.302103,75.916635
16.152307,75.747852
16.199144,75.769416
16.242998,75.960122
16.226131,75.827007
16.099143,75.791233
16.153438,75.762153
16.172514,75.724616
16.154218,75.759626
16.153222,75.75891
16.281719,76.013973
16.154151,75.767646
16.293353,75.89181
16.19857,75.8136389
16.09212,75.36467
16.165675,75.793961
16.246538,75.962161
16.192082,75.615975
16.182783,75.805347
16.185172,75.620071
16.286352,75.999379
16.18499,75.624738
16.140839,75.742466
16.204991,75.893299
16.19969,75.81472
16.160735,75.766328
16.213247,75.692467
16.21879,75.81581
16.286679,75.994806
16.1836,75.5327
16.265576,75.88405
16.181084,75.651166
16.160451,75.644379
16.185181,75.712
16.160237,75.632716
16.188544,75.67597
16.169086,75.658721
16.168943,75.647258
16.174929,75.655828
16.187089,75.701908
16.165073,75.681188
16.184423,75.666748
16.184861,75.69066
16.168936,75.65007
16.167273,75.673338
16.169125,75.660507
16.186641,75.705473
16.181558,75.640512
16.181073,75.650889
16.159592,75.669074
16.15469,75.664508
16.181092,75.716076
16.189277,75.687202
16.158421,75.67288
16.181659,75.65821
16.169069,75.658024
16.159682,75.678074
16.175595,75.65263
16.159422,75.664106
16.186192,75.711041
16.18172,75.715439
16.158128,75.663918
16.189798,75.698164
16.159522,75.664549
16.168044,75.684003
16.181461,75.656391
16.149675,75.659069
16.169054,75.655168
16.188492,75.681916
16.16886,75.647079
16.186488,75.71066
16.181557,75.640514
16.168836,75.640095
16.162885,75.677467
16.182112,75.635825
16.181042,75.64774
16.178146,75.659966
16.164865,75.681026
16.159104,75.644395
16.159127,75.647243
16.149754,75.656248
16.175986,75.693265
16.174716,75.669146
16.173207,75.682714
16.159419,75.662018
16.165924,75.697919
16.178176,75.697229
16.172649,75.652703
16.179509,75.70227
16.163027,75.638454
16.169149,75.655959
16.162298,75.696808
16.158294,75.673318
16.166275,75.661334
16.16625,75.670136
16.165826,75.634641
16.165925,75.656304
16.177336,75.695634
16.169082,75.655892
16.188837,75.677381
16.154565,75.656296
16.189168,75.686208
16.174578,75.672366
16.173799,75.673182
16.159513,75.664472
16.184251,75.666736
16.176881,75.694749
16.165528,75.638623
16.163267,75.650368
16.162714,75.632604
16.158055,75.672182
16.173143,75.659922
16.18718,75.703581
16.188526,75.675885
16.188933,75.685137
16.188292,75.680403
16.16084,75.664375
16.169137,75.665543
16.181533,75.640419
16.175195,75.666045
16.18186,75.637807
16.168989,75.629361
16.186427,75.669355
16.18335,75.665397
16.18101,75.701786
16.174344,75.658666
16.176369,75.65964
16.181724,75.658767
16.167063,75.670184
16.166919,75.647059
16.181408,75.641802
16.158354,75.675082
16.168899,75.646611
16.159434,75.670344
16.188412,75.679614
16.173737,75.700441
16.184254,75.666528
16.18205,75.661824
16.168874,75.646606
16.158366,75.672834
16.16084,75.664413
16.147906,75.66183
16.162191,75.679436
16.189791,75.693892
16.168995,75.653944
16.173635,75.681657
16.159043,75.637032
16.174776,75.656665
16.168686,75.632378
16.158364,75.672782
16.168716,75.637568
16.18541,75.668163
16.169062,75.658668
16.172598,75.684819
16.158248,75.671671
16.169099,75.652201
16.167842,75.661537
16.157084,75.646846
16.16835,75.611408
16.168915,75.651281
16.159553,75.664581
16.159512,75.667401
16.188474,75.673508
16.15518,75.647406
16.158346,75.676352
16.175038,75.691372
16.168644,75.632492
16.176426,75.652723
16.177196,75.659802
16.181554,75.640395
16.168919,75.643705
16.173244,75.682774
16.169128,75.658652
16.168882,75.647016
16.184209,75.693972
16.168905,75.643652
16.18306,75.702663
16.182093,75.635803
16.169164,75.68506
16.168897,75.643465
16.478999,75.130716
16.468966,75.177142
16.465977,75.178438
16.473498,75.133399
16.493828,75.165226
16.478894,75.130767
16.482365,75.131067
16.498099,75.159778
16.471334,75.115777
16.471448,75.116015
16.474203,75.118704
16.471067,75.111932
16.470049,75.168763
16.437,75.201253
16.451909,75.196811
16.473415,75.133494
16.459821,75.106749
16.476525,75.121069
16.418175,75.109209
16.494163,75.168425
16.4938,75.165236
16.453367,75.138936
16.486304,75.132625
16.495458,75.189345
16.486355,75.132653
16.449094,75.130591
16.52599,75.166137
16.493261,75.143669
16.467054,75.107164
16.492864,75.14682
16.492456,75.15595
16.493248,75.14367
16.419021,75.110465
16.459842,75.117414
16.492601,75.127475
16.477915,75.122837
16.470972,75.137829
16.49542,75.198244
16.523375,75.162899
16.494479,75.121506
16.469599,75.169904
16.436731,75.109358
16.478073,75.127623
16.477776,75.122485
16.519108,75.162988
16.488158,75.18163
16.49299,75.145305
16.527453,75.177402
16.496278,75.121307
16.490475,75.136988
16.408819,75.10803
16.47244,75.134062
16.494575,75.121592
16.492779,75.142342
16.447149,75.176195
16.470901,75.112467
16.442736,75.196116
16.528534,75.169117
16.445947,75.083617
16.467297,75.14558
16.412954,75.158458
16.423553,75.109467
16.485117,75.131325
16.495014,75.176546
16.448328,75.130796
16.483612,75.184046
16.480397,75.131074
16.471151,75.107393
16.493236,75.143678
16.474808,75.119449
16.5387,75.179398
16.443537,75.108673
16.547529,75.181617
16.527146,75.164353
16.495305,75.184006
16.536345,75.204532
16.490908,75.138361
16.4767,75.11438
16.525547,75.165607
16.495436,75.200662
16.49545,75.19153
16.293612,75.92612
16.493016,75.145271
16.477213,75.177476
16.493213,75.14381
16.2832,75.751
16.478534,75.128284
16.454992,75.106695
16.432695,75.107419
16.495244,75.183906
16.281763,75.918307
16.542933,75.127935
16.548154,75.182553
16.462777,75.156204
16.424651,75.1113
16.495608,75.131343
16.492745,75.148411
16.55287,75.178172
16.47826,75.12442
16.470808,75.107407
16.522992,75.162864
16.471808,75.116718
16.459318,75.17991
16.479001,75.13051
16.471762,75.116481
16.471023,75.148485
16.52752,75.17478
16.455295,75.106576
16.495148,75.187991
16.336515,75.704181
16.345278,75.624779
16.286911,75.629979
16.302571,75.618209
16.236198,75.49143
16.34303,75.620857
16.353638,75.705934
16.34499,75.624649
16.364634,75.669385
16.341599,75.632706
16.353812,75.600118
16.307442,75.622672
16.387798,75.644683
16.295976,75.552825
16.405271,75.69086
16.306066,75.634994
16.361188,75.583725
16.401165,75.660779
16.417817,75.691264
16.331999,75.642296
16.347798,75.645882
16.415393,75.432928
16.304647,75.634501
16.287035,75.495853
16.292343,75.572819
16.340121,75.644662
16.419619,75.532473
16.451789,75.692228
16.377035,75.526513
16.347632,75.6475989
16.422005,75.437118
16.350011,75.637819
16.445731,75.6930349
16.244025,75.620457
16.350464,75.635976
16.303219,75.634419
16.390365,75.445352
16.231335,75.49141
16.363747,75.649473
16.353417,75.555515
16.24771,75.620478
16.251731,75.520676
16.401354,75.68946
16.292449,75.489234
16.242995,75.549264
16.234943,75.620549
16.289711,75.615549
16.380478,75.50812
16.496307,75.433555
16.408578,75.691966
16.263621,75.622662
16.38318,75.510738
16.331224,75.641469
16.326181,75.636245
16.351228,75.612721
16.236488,75.54405
16.302991,75.634761
16.392284,75.446097
16.344272,75.615462
16.249577,75.563141
16.246705,75.484919
16.40844,75.439229
16.401245,75.660791
16.346514,75.621737
16.358851,75.648953
16.478972,75.429561
16.356609,75.652062
16.333986,75.644176
16.330114,75.641501
16.374471,75.651573
16.22754,75.490915
16.511907,75.429453
16.357528,75.594297
16.399605,75.686133
16.374852,75.651786
16.3233,75.638684
16.350459,75.649315
16.367297,75.647477
16.351665,75.606347
16.411529,75.589371
16.297096,75.61029
16.237704,75.54591
16.353045,75.616098
16.351933,75.708388
16.34096,75.646078
16.351366,75.646806
16.282925,75.479531
16.266648,75.673187
16.339785,75.634748
16.345247,75.624055
16.38897,75.682641
16.252441,75.470277
16.401595,75.68882
16.245156,75.488703
16.375739,75.711448
16.367893,75.687327
16.33181,75.642926
16.236891,75.616642
16.374654,75.651341
16.233001,75.619686
16.389234,75.6843
16.40804,75.607479
16.321791,75.64663
16.34838,75.647242
16.396838,75.392279
16.34286,75.64564
16.249875,75.620311
16.350503,75.648687
16.351436,75.670299
16.380961,75.512924
16.385353,75.674477
16.463465,75.686472
16.270448,75.439495
16.392673,75.44845
16.463614,75.431343
16.334035,75.643755
16.345988,75.647816
16.386087,75.416527
16.399644,75.68834
16.37741,75.658063
16.23895,75.59323
16.372289,75.694228
16.341649,75.646312
16.384069,75.406642
16.266763,75.672911
16.303697,75.634278
16.318042,75.64988
16.347183,75.624928
16.321887,75.683019
16.390778,75.681834
16.449171,75.406371
16.374324,75.533968
16.36956,75.55906
16.248478,75.62037
16.271919,75.624769
16.294072,75.632059
16.420337,75.437239
16.519366,75.422162
16.380206,75.664277
16.324056,75.64764
16.372836,75.539587
16.394517,75.604914
16.416115,75.428671
16.446837,75.426652
16.354237,75.647108
16.277941,75.626903
16.351467,75.622372
16.350378,75.619612
16.385152,75.67477
16.335413,75.640064
16.359894,75.648651
16.376937,75.527703
16.285739,75.629493
16.380143,75.516455
16.373084,75.54035
16.344863,75.638088
16.3854,75.41732
16.25708,75.62145
16.408535,75.433925
16.38865,75.49895
16.385343,75.675418
16.375209,75.652201
37.088342,97.412897
16.34555,75.654252
16.326598,75.987456
16.379231,75.661567
16.356705,75.594277
16.240094,75.507081
16.280957,75.62767
16.549874,75.987456
16.278907,75.510041
16.326598,75.23659
16.45278,75.42844
16.03875,75.736126
15.980011,75.698179
16.047502,75.787307
15.991142,75.709546
16.051605,75.794494
16.000562,75.720645
16.072977,75.792754
16.019103,75.713917
16.05711,75.800383
16.0586,75.800491
16.048495,75.844933
16.05158,75.794021
16.054842,75.717785
16.053571,75.795595
16.059863,75.708018
16.011725,75.715941
16.058518,75.799612
16.047708,75.774139
16.041286,75.775639
16.053404,75.721658
16.032349,75.840538
16.048712,75.786494
16.002629,75.717535
16.078946,75.700272
16.006701,75.717493
16.047778,75.769969
16.004698,75.789808
16.077217,75.716281
15.993743,75.7696149
16.056733,75.809937
15.993743,75.769608
16.001298,75.716995
16.009542,75.865543
16.057854,75.713774
16.044482,75.738746
16.054412,75.707771
16.042794,75.730751
16.068541,75.83427
15.254565,75.654525
16.046848,75.758222
6.752783,68.177512
15.254565,75.254565
15.254565,75.258565
16.050792,75.795906
15.564585,75.564585
15.254565,75.546525
15.995435,75.730517
15.215654,75.254565
16.047242,75.78944
16.057627,76.059366
16.031707,76.073586
16.161864,76.129681
16.060118,76.057239
16.170504,76.006157
16.160083,76.0149359
16.170879,76.006486
16.171121,76.006373
16.198788,76.047992
16.057528,75.996274
16.047928,75.973912
16.171359,76.005976
16.111273,75.963195
16.059258,76.032179
16.158805,76.1232699
16.059799,76.048822
16.11622,75.971253
16.051967,76.06358
16.110619,76.045086
16.058418,76.014962
16.169172,76.114725
16.170174,76.006395
16.103238,76.069581
16.171039,76.00648
16.05737,75.994044
16.170533,76.006073
16.041984,76.068883
16.058108,76.003607
16.181147,75.967804
16.170956,76.106933
16.170689,76.105862
16.059154,76.030927
16.055996,76.061741
16.091298,76.066163
16.098336,76.055827
16.158827,76.015235
16.147403,76.157336
16.056235,76.065104
16.066466,76.061106
16.158593,76.015879
16.159149,76.0156859
16.158128,75.980987
16.060629,76.049802
16.072557,76.062173
16.07234,76.061229
16.055199,76.066365
16.057779,75.995003
16.161621,76.013251
16.063244,76.063319
16.165764,76.010572
16.047815,75.995627
16.171315,76.006111
16.063538,76.062928
16.171333,75.973393
16.067629,76.060216
16.068986,76.053562
16.054159,75.998742
16.041625,76.068545
16.06945,76.06082
16.1055,76.071526
16.028152,76.076047
16.115089,76.043376
16.068359,76.085125
16.168773,76.045362
16.168133,76.047171
16.104748,76.026712
16.029217,75.952608
16.084563,76.056556
16.170072,76.007258
16.062078,76.065121
16.050118,76.066456
16.174552,76.002947
16.177689,75.978755
16.067011,76.060051
16.066762,76.060825
16.127633,75.949606
16.0641,76.062743
16.050391,76.064012
16.075529,76.060348
16.058256,76.00308
16.059838,76.040918
16.060027,76.063973
16.070488,76.061493
16.06658,76.060666
16.06677,76.060354
16.169824,76.090953
16.171283,76.006235
16.059616,76.036506
15.96476,76.124572
15.970376,76.115624
15.935661,76.1367269
15.975793,76.106957
15.969279,76.120562
15.947751,76.127274
15.959624,76.137427
15.951534,76.126396
15.975916,76.107663
15.954573,76.100171
15.947256,76.127146
15.957637,76.115101
15.974951,76.107944
15.961454,76.124404
15.972654,76.109756
15.967276,76.111353
15.971799,76.111626
15.956256,76.126201
15.947628,76.127124
15.955481,76.126676
15.968806,76.120362
15.958857,76.133562
15.970178,76.114684
15.96386,76.114833
15.931776,76.137387
15.959934,76.137812
15.95636,76.105648
15.955471,76.126906
15.974783,76.108632
15.952424,76.119972
15.964785,76.113288
15.956675,76.129223
15.95595,76.105026
15.964201,76.115225
15.950641,76.113788
15.960929,76.117486
15.970377,76.116796
15.961511,76.112264
15.956598,76.1260759
15.005804,76.000653
15.58269,76.06298
15.05842,76.007439
15.575201,76.061831
15.005754,76.000647
16.040934,76.293509
16.106465,76.235661
15.981441,76.274241
16.070396,76.154907
15.928224,76.139627
15.927891,76.139567
16.119687,76.194185
16.074462,76.1587009
15.918461,76.14903
15.928121,76.139762
16.013199,76.084304
16.009896,76.08613
15.92823,76.139669
16.037813,76.292524
15.996021,76.094348
15.971551,76.272619
15.92906,76.139143
16.013102,76.240808
16.023579,76.079455
16.013821,76.308667
16.016161,76.253514
15.924352,76.140642
15.916669,76.096259
15.928057,76.084648
16.008501,76.164668
16.017634,76.131051
16.017655,76.1332059
15.928686,76.139792
15.996151,76.093954
16.016112,76.210386
16.033892,76.1491449
15.916126,76.086814
16.015344,76.201184
15.991551,76.186202
16.073583,76.15015
16.048971,76.161054
15.891922,76.116226
16.024017,76.088062
16.01579,76.266085
16.01329,76.144416
16.017768,76.140929
16.013308,76.144026
16.107082,76.194281
15.999726,76.09208
15.918804,76.149674
16.015752,76.203177
15.920676,76.1473599
16.015645,76.200924
15.56178,76.089492
15.928313,76.084633
16.02235,76.079073
15.921555,76.145485
16.093968,76.175211
16.096169,76.2869749
15.95562,76.265146
15.925066,76.146098
16.022375,76.079361
15.919685,76.148088
16.00505,76.18319
15.999069,76.092738
15.95727,76.185096
16.552855,75.309951
16.462427,75.287879
16.504609,75.241294
16.423733,75.345793
16.474746,75.290351
16.496537,75.23083
16.439681,75.278794
16.567445,75.360172
16.523627,75.311606
16.557143,75.312363
16.454883,75.284538
16.410142,75.389075
16.509131,75.255967
16.509894,75.26049
16.568543,75.361662
16.509541,75.259341
16.514995,75.305765
16.525424,75.312704
16.534174,75.303045
16.559225,75.248185
16.535081,75.321243
16.568685,75.366225
16.495826,75.200355
16.567814,75.38606
16.520368,75.308627
16.567524,75.364898
16.542722,75.291262
16.489888,75.291258
16.45702,75.285932
16.517064,75.246984
16.575051,75.277455
16.495982,75.203007
16.537338,75.326125
16.569307,75.353133
16.575596,75.178718
16.415795,75.361572
16.51142,75.300514
16.527411,75.301376
16.50651,75.391661
16.56824,75.384289
16.568482,75.355268
16.448407,75.284111
16.568103,75.371964
16.436386,75.281867
16.529554,75.268253
16.505129,75.240367
16.56041,75.342874
16.504653,75.239836
16.446996,75.283613
16.520676,75.274468
16.501051,75.230092
16.443875,75.315486
16.532061,75.31953
16.544576,75.189241
16.582368,75.292673
16.497582,75.209829
16.588862,75.239202
16.543473,75.263533
16.455458,75.306306
16.581464,75.293488
16.566714,75.20814
16.435257,75.327652
16.513492,75.324017
16.547255,75.307739
16.473081,75.371996
16.510869,75.220313
16.542396,75.333708
16.562319,75.343172
16.475328,75.241885
16.534031,75.375314
16.51161,75.263383
16.59737,75.176486
16.43413,75.329635
16.430919,75.33415
16.53915,75.329844
16.567594,75.386741
16.558742,75.342398
16.511861,75.265031
16.495128,75.198116
16.511056,75.263284
16.45517,75.286211
16.512025,75.259291
16.482171,75.357654
16.554585,75.340782
16.417372,75.3377
16.477919,75.290644
16.445083,75.28326
16.513739,75.259402
16.576738,75.275319
16.544025,75.306335
16.498874,75.221563
16.577245,75.234541
16.444149,75.389723
16.569461,75.350094
16.523356,75.311933
16.503004,75.27076
16.526127,75.360177
16.556975,75.24942
16.509995,75.316239
16.426954,75.279254
16.510017,75.314632
16.4589,75.299053
16.514939,75.254728
16.498303,75.241406
16.61112,75.210681
16.497096,75.213572
16.598353,75.249223
16.515783,75.295309
16.561221,75.292056
16.515107,75.25191
16.502192,75.234185
16.567753,75.362032
16.428506,75.279955
16.525742,75.313171
16.422753,75.398968
16.560742,75.342878
16.566882,75.264132
16.480651,75.292049
16.519345,75.274992
16.545399,75.33606
16.518892,75.291155
16.485167,75.293421
16.568475,75.213127
16.566285,75.315488
16.435658,75.324873
16.567454,75.36395
16.480663,75.292019
16.438892,75.319883
16.539124,75.314497
16.524814,75.270807
16.481621,75.292616
16.553973,75.150663
16.561385,75.313544
16.513767,75.294962
16.490884,75.291853
16.521452,75.34208
16.519092,75.291173
16.50852,75.25177
16.516277,75.295604
16.514486,75.252852
16.323771,75.122223
16.517628,75.306482
16.574339,75.23658
16.500606,75.228231
16.568344,75.373536
16.323377,75.122223
16.527828,75.268532
16.49858,75.29127
16.303944,75.17366
16.527903,75.252687
16.568514,75.356235
16.346612,75.21211
16.485873,75.293285
16.545165,75.33546
16.538296,75.329953
16.427113,75.362329
16.479711,75.291603
16.464006,75.290885
16.510076,75.259933
16.511417,75.307523
16.517723,75.288059
16.461657,75.292923
16.46769,75.2098
16.561598,75.343357
16.472219,75.333439
16.54359,75.323542
16.497629,75.291008
16.506053,75.295968
16.501721,75.295658
16.50922,75.283698
16.513276,75.280715
16.505948,75.304459
16.512182,75.281557
16.512802,75.301927
16.49615,75.291152
16.502946,75.287131
16.500111,75.295543
16.509466,75.292043
16.5081,75.29593
16.509165,75.283341
16.512723,75.272246
16.511856,75.27811
16.509668,75.270737
16.498015,75.294697
16.506744,75.287708
16.508903,75.278359
16.497669,75.290178
16.51268,75.281238
16.516188,75.295636
16.490398,75.29238
16.51082,75.291849
16.512709,75.273913
16.495987,75.290584
16.49655,75.291567
16.504892,75.27657
16.512273,75.270648
16.50902,75.286552
16.504761,75.295728
16.5104,75.280366
16.507345,75.295952
16.19308,75.552274
16.211437,75.628187
16.195322,75.544578
16.228504,75.617038
16.193912,75.548484
16.186237,75.612513
16.187732,75.487311
16.215605,75.613957
16.186745,75.505845
16.17833,75.452852
16.190569,75.596198
16.21572,75.493502
16.188855,75.597184
16.189908,75.58626
16.204359,75.563669
16.168641,75.609564
16.204843,75.61325
16.193057,75.551727
16.173014,75.610444
16.201392,75.529734
16.226507,75.490693
16.177293,75.451443
16.185907,75.612626
16.199025,75.487225
16.183362,75.463613
16.190528,75.583382
16.175497,75.610931
16.19071,75.582119
16.228479,75.569097
16.161673,75.608063
16.185143,75.486019
16.189671,75.582572
16.189323,75.589239
16.193982,75.566467
16.186275,75.611849
16.189052,75.596065
16.155327,75.606827
16.197983,75.501937
16.193356,75.55968
16.172982,75.447519
16.225065,75.490301
16.206165,75.59655
16.181423,75.612864
16.18899,75.596504
16.18723,75.612467
16.193405,75.560754
16.186288,75.6125
16.204294,75.55501
16.200978,75.61636
16.17693,75.450889
16.154287,75.606634
16.192722,75.573361
16.187867,75.601775
16.177611,75.451937
16.190935,75.580818
16.154637,75.606684
16.176392,75.450021
16.200579,75.613166
16.21548,75.511298
16.18464,75.613617
16.199689,75.613058
16.209083,75.613845
16.215826,75.476287
16.198989,75.51067
16.186361,75.616558
16.215465,75.472828
16.181378,75.592121
16.200565,75.53167
16.199091,75.510721
16.204749,75.515801
16.151979,75.524804
16.19621,75.542144
16.190695,75.582202
16.19734,75.612899
16.190957,75.580665
